memorial_id,url,url_type,field_path,link_purpose,specificity,domain,date_added,added_by,last_verified_date,last_http_status,last_result,action_needed,date_fixed,notes
weasenham-st-peter-three-crashes-commemorated-fl206-boston-al285,https://rafweb.org/Badges/RAFHT/114.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
weasenham-st-peter-three-crashes-commemorated-fl206-boston-al285,https://www.aerosteles.net/stelefr-weasenham-lebivic,external_narrative,.external_narratives[2].original_url,,specific,aerosteles.net,,holly,2026-04-06,200,OK,none,,
wellington-he324-crash-site-he324,https://www.iwm.org.uk/memorials/item/memorial/74678,external_narrative,.external_narratives[1].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
wellington-he324-crash-site-he324,https://www.peakdistrictaircrashes.co.uk/category/crash_sites/pennines/,external_narrative,.external_narratives[3].original_url,,specific,peakdistrictaircrashes.co.uk,,holly,2026-04-06,200,OK,none,,
wellington-he324-crash-site-he324,https://www.warmemorialsonline.org.uk/memorial/256651,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
west-okement-valley-pb4y-1-liberator-639,https://dartmoorexplorations.co.uk/west-okement-valley-crash-site-of-us-navy-pb4y-1-liberator-63926-from-squadron-vb-110/,external_narrative,.external_narratives[0].original_url,,specific,dartmoorexplorations.co.uk,,holly,2026-04-06,200,OK,none,,
west-okement-valley-pb4y-1-liberator-639,https://moorlandramblings.com/2024/07/09/dartmoor-liberator-crash/,external_narrative,.external_narratives[3].original_url,,specific,moorlandramblings.com,,holly,2026-04-06,200,OK,none,,
west-okement-valley-pb4y-1-liberator-639,https://www.legendarydartmoor.co.uk/2016/03/21/lost_liberator/,external_narrative,.external_narratives[1].original_url,,specific,legendarydartmoor.co.uk,,holly,2026-04-06,200,OK,none,,
west-okement-valley-pb4y-1-liberator-639,https://www.pastscape.org.uk/hob.aspx?hob_id=1437740,external_narrative,.external_narratives[5].original_url,,specific,pastscape.org.uk,,holly,2026-04-06,200,OK,none,,
west-okement-valley-pb4y-1-liberator-639,https://www.royalnavy.mod.uk/news/2022/may/20/20220520-commando-helicopters-deliver-memorial-stones-for-us-aviators-killed-on-dartmoor-in-ww2,external_narrative,.external_narratives[2].original_url,,specific,royalnavy.mod.uk,,holly,2026-04-06,200,OK,none,,
west-okement-valley-pb4y-1-liberator-639,https://www.themoorlander.co.uk/gallery/home/1559122/tragic-history-of-us-navy-pb4y-1-liberator-on-dartmoor.html,external_narrative,.external_narratives[4].original_url,,specific,themoorlander.co.uk,,holly,2026-04-06,200,OK,none,,
westborough-lm619,https://aviationtrails.co.uk/2018/06/24/trail-52-raf-bottesford-and-the-bizarre-accident-that-killed-five-airmen/,external_narrative,.external_narratives[4].original_url,,specific,aviationtrails.co.uk,,holly,2026-04-06,200,OK,none,,
westborough-lm619,https://rockenterprises.co.uk/memorial-to-crew-of-lancaster-lm619-westborough/,external_narrative,.external_narratives[1].original_url,,specific,rockenterprises.co.uk,,holly,2026-04-06,200,OK,none,,
westborough-lm619,https://www.bottesfordhistory.org.uk/content/war-and-peace/bottesford-2nd-world-war/on-the-wings-of-the-morning-by-vincent-holyoak/chapter-17-on-the-wings-of-the-morning,external_narrative,.external_narratives[3].original_url,,specific,bottesfordhistory.org.uk,,holly,2026-04-06,200,OK,none,,
westborough-lm619,https://www.facebook.com/InternationalBomberCommandCentre/posts/westborough-lincolnshireat-1820-on-the-evening-of-150145-lancaster-lm619-of-no-1/1411971188855120/,external_narrative,.external_narratives[2].original_url,,specific,facebook.com,,holly,2026-04-06,200,OK,none,,
westborough-lm619,https://www.warmemorialsonline.org.uk/memorial/264968/,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
withcall-hk194,https://aircrewremembered.com/madej-stanislaw.html,external_narrative,.external_narratives[0].original_url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
withcall-hk194,https://slha.org.uk/catalogue_item/withcall-crash-memorial-2,external_narrative,.external_narratives[3].original_url,,specific,slha.org.uk,,holly,2026-04-06,200,OK,none,,
withcall-hk194,https://www.britishpoles.uk/last-flight-of-raf-mosquito-in-1943-when-2-polish-airmen-got-killed-in-the-crash/,external_narrative,.external_narratives[4].original_url,,specific,britishpoles.uk,,holly,2026-04-06,200,OK,none,,
withcall-hk194,https://www.iwm.org.uk/memorials/item/memorial/98175,external_narrative,.external_narratives[1].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
withcall-hk194,https://www.polishairforcememorialcommittee.org/news-2023/memorial-to-polish-307-squadron-mosquito-crew,external_narrative,.external_narratives[2].original_url,,specific,polishairforcememorialcommittee.org,,holly,2026-04-06,200,OK,none,,
wollaston-l7380,http://hattonrotary.co.uk/avro-manchester-l7314/,external_narrative,.external_narratives[4].original_url,,specific,hattonrotary.co.uk,,holly,2026-04-06,200,OK,none,,
wollaston-l7380,https://www.baaa-acro.com/crash/crash-avro-679-manchester-i-wollaston-7-killed,external_narrative,.external_narratives[5].original_url,,specific,baaa-acro.com,,holly,2026-04-06,200,OK,none,,
wollaston-l7380,https://www.forces.net/news/memorial-unveiled-honouring-ww2-bomber-crew-killed-crash,external_narrative,.external_narratives[1].original_url,,specific,forces.net,,holly,2026-04-06,200,OK,none,,
wollaston-l7380,https://www.northantstelegraph.co.uk/news/people/wollaston-bomber-crash-the-avro-manchester-the-legend-behind-the-lancaster-3263223,external_narrative,.external_narratives[3].original_url,,specific,northantstelegraph.co.uk,,holly,2026-04-06,200,OK,none,,
wollaston-l7380,https://www.northantstelegraph.co.uk/news/people/wollaston-victims-of-second-world-war-friendly-fire-bomber-crash-memorial-honour-3263215,external_narrative,.external_narratives[2].original_url,,specific,northantstelegraph.co.uk,,holly,2026-04-06,200,OK,none,,
wollaston-l7380,https://www.raf.mod.uk/news/articles/new-memorial-to-world-war-ii-bomber-crew-killed-in-crash-unveiled-in-northamptonshire/,external_narrative,.external_narratives[0].original_url,,specific,raf.mod.uk,,holly,2026-04-06,200,OK,none,,
wrangle-b-24j-liberator-42-9,https://www.abmc.gov/db-abmc-burial-unit/579th-bomber-squadron-392nd-bomber-group-heavy,external_narrative,.external_narratives[2].original_url,,specific,abmc.gov,,holly,2026-04-06,200,OK,none,,
wrangle-b-24j-liberator-42-9,https://www.americanairmuseum.com/archive/unit/579th-bomb-squadron,external_narrative,.external_narratives[1].original_url,,specific,americanairmuseum.com,,holly,2026-04-06,200,OK,none,,
wrangle-b-24j-liberator-42-9,https://www.findagrave.com/memorial/40056990/harold-c-wilkinson,external_narrative,.external_narratives[4].original_url,,specific,findagrave.com,,holly,2026-04-06,200,OK,none,,
wrangle-b-24j-liberator-42-9,https://www.findagrave.com/memorial/42356133/william_j-hession,external_narrative,.external_narratives[3].original_url,,specific,findagrave.com,,holly,2026-04-06,200,OK,none,,
wrangle-b-24j-liberator-42-9,https://www.uswarmemorials.org/html/monument_details.php?SiteID=2046&MemID=2693,external_narrative,.external_narratives[0].original_url,,specific,uswarmemorials.org,,holly,2026-04-06,200,OK,none,,
yelling-jb477,https://aviationtrails.co.uk/choose-your-trail/trail-31-southern-cambridgeshire-part-2/,external_narrative,.external_narratives[4].original_url,,specific,aviationtrails.co.uk,,holly,2026-04-06,200,OK,none,,
yelling-jb477,https://raf-pathfinders.com/black-thursday-405-squadron/405-squadron-the-mclennan-crew-and-black-thursday/,external_narrative,.external_narratives[2].original_url,,specific,raf-pathfinders.com,,holly,2026-04-06,200,OK,none,,
yelling-jb477,https://www.iwm.org.uk/memorials/item/memorial/8410,external_narrative,.external_narratives[0].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
yelling-jb477,https://www.warmemorialsonline.org.uk/memorial/165215/,external_narrative,.external_narratives[1].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
