memorial_id,url,url_type,field_path,link_purpose,specificity,domain,date_added,added_by,last_verified_date,last_http_status,last_result,action_needed,date_fixed,notes
revesby-nd415,https://www.iwm.org.uk/memorials/item/memorial/43199,external_narrative,.external_narratives[3].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
revesby-nd415,https://www.memorialflightclub.com/blog/coningsby-lancaster-lost-d-day,external_narrative,.external_narratives[4].original_url,,specific,memorialflightclub.com,,holly,2026-04-06,200,OK,none,,
revesby-nd415,https://www.warmemorialsonline.org.uk/memorial/263996/,external_narrative,.external_narratives[2].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
roermond-b-17-crew-memorial,https://www.army.mil/article/270854/afsbn_benelux_takes_part_in_80_year_commemoration_of_downed_wwii_b_17_bomber_crew,external_narrative,.external_narratives[0].original_url,,specific,army.mil,,holly,2026-04-06,200,OK,none,,
roermond-b-17-crew-memorial,https://www.washingtonpost.com/news/magazine/wp/2018/11/09/feature/a-downed-world-war-ii-plane-a-dutch-village-and-the-art-of-remembering/,external_narrative,.external_narratives[1].original_url,,specific,washingtonpost.com,,holly,2026-04-06,403,HTTP_ERROR,none,,
rumburgh-b-24-liberator-42-51,https://americanarchive.iwm.org.uk/archive/aircraft/42-51116,external_narrative,.external_narratives[1].original_url,,specific,americanarchive.iwm.org.uk,,holly,2026-04-06,200,OK,none,,
rumburgh-b-24-liberator-42-51,https://www.uswarmemorials.org/html/monument_details.php?SiteID=2024&MemID=2663,external_narrative,.external_narratives[0].original_url,,specific,uswarmemorials.org,,holly,2026-04-06,200,OK,none,,
rushup-edge-hampden-mk-i,https://aircrashsites.co.uk/air-crash-sites-5/hampden-bomber-x3154-on-rushup-edge-2/,external_narrative,.external_narratives[1].original_url,,specific,aircrashsites.co.uk,,holly,2026-04-06,200,OK,none,,
rushup-edge-hampden-mk-i,https://aviation-safety.net/wikibase/22455,external_narrative,.external_narratives[3].original_url,,specific,aviation-safety.net,,holly,2026-04-06,200,OK,none,,
rushup-edge-hampden-mk-i,https://www.peakdistrictaircrashes.co.uk/crash_sites/peak-district/handley-page-hampden-x3154-rushup-edge/,external_narrative,.external_narratives[0].original_url,,specific,peakdistrictaircrashes.co.uk,,holly,2026-04-06,200,OK,none,,
rushup-edge-hampden-mk-i,https://www.rememberthefallen.co.uk/casualty/hubbard-michael/,external_narrative,.external_narratives[2].original_url,,specific,rememberthefallen.co.uk,,holly,2026-04-06,200,OK,none,,
salford-pb304,http://salfordonline.com/4389-salford-lancaster-bomber-crash-memorial-this-weekend-to-remember-nine-killed.html,external_narrative,.external_narratives[4].original_url,,specific,salfordonline.com,,holly,2026-04-06,403,HTTP_ERROR,none,,
salford-pb304,https://aircrashsites.co.uk/raf-crash-sites-1942-1945/013rrruse-2/,source_reference,.sources[0].url,,specific,aircrashsites.co.uk,,holly,2026-04-06,200,OK,none,,
salford-pb304,https://aviationtrails.co.uk/choose-your-trail/part-1-lincolnshire/july-30th-1944-loss-of-lancaster-pb304-106-squadron/,source_reference,.sources[2].url,,specific,aviationtrails.co.uk,,holly,2026-04-06,200,OK,none,,
salford-pb304,https://rafweb.org/Badges/RAFHT/106.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
salford-pb304,https://talkingaboutmygeneration.co.uk/the-history-of-the-lancaster-bomber-accident-in-salford-and-the-local-everlasting-respects-still-paid/,external_narrative,.external_narratives[1].original_url,,specific,talkingaboutmygeneration.co.uk,,holly,2026-04-06,200,OK,none,,
salford-pb304,https://www.iwm.org.uk/memorials/item/memorial/15977,source_reference,.sources[1].url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
salthouse-lm720,https://aircrewremembered.com/corewyn-william.html,source_reference,.sources[1].url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
salthouse-lm720,https://www.geograph.org.uk/photo/6399766,external_narrative,.external_narratives[2].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
salthouse-lm720,https://www.iwm.org.uk/memorials/item/memorial/56361,source_reference,.sources[2].url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
salthouse-lm720,https://www.subbrit.org.uk/sites/bard-hill-chain-home-low-radar-station/,external_narrative,.external_narratives[3].original_url,,specific,subbrit.org.uk,,holly,2026-04-06,200,OK,none,,
scallows-hall-dv270,http://aircrewremembered.com/oliver-francis.html,external_narrative,.external_narratives[0].original_url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
scallows-hall-dv270,https://101squadronassociation.org.uk/101-squadron/memorials/,external_narrative,.external_narratives[1].original_url,,specific,101squadronassociation.org.uk,,holly,2026-04-06,200,OK,none,,
scawton-near-helmsley-halifax-free-french-,https://aircrewremembered.com/ostre-george.html,external_narrative,.external_narratives[0].original_url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
scawton-near-helmsley-halifax-free-french-,https://tailendcharlietedchurch.wordpress.com/raf-stations/77-squadron-elvington/elvington-4344/french/347-squadron/,external_narrative,.external_narratives[4].original_url,,specific,tailendcharlietedchurch.wordpress.com,,holly,2026-04-06,200,OK,none,,
scawton-near-helmsley-halifax-free-french-,https://www.rafcommands.com/archive/06655.php,external_narrative,.external_narratives[2].original_url,,specific,rafcommands.com,,holly,2026-04-06,200,OK,none,,
scawton-near-helmsley-halifax-free-french-,https://yorkshireairmuseum.org/french-squadrons-in-elvington-during-wwii/,external_narrative,.external_narratives[1].original_url,,specific,yorkshireairmuseum.org,,holly,2026-04-06,200,OK,none,,
scredington-ed439,https://rafweb.org/Badges/RAFHT/83.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
scredington-ed439,https://somethingverybig.com/2013/03/13/remembering-scredington/,external_narrative,.external_narratives[0].original_url,,specific,somethingverybig.com,,holly,2026-04-06,200,OK,none,,
scredington-ed439,https://vwma.org.au/explore/units/1607,external_narrative,.external_narratives[3].original_url,,specific,vwma.org.au,,holly,2026-04-06,200,OK,none,,
scredington-ed439,https://www.awm.gov.au/collection/C2476120,external_narrative,.external_narratives[1].original_url,,specific,awm.gov.au,,holly,2026-04-06,200,OK,none,,
scredington-ed439,https://www.iwm.org.uk/memorials/item/memorial/67597,external_narrative,.external_narratives[2].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
screveton-1-wellington-w-4103,http://nottsvillages.blogspot.com/2015/07/screveton.html,external_narrative,.external_narratives[3].original_url,,specific,nottsvillages.blogspot.com,,holly,2026-04-06,200,OK,none,,
screveton-1-wellington-w-4103,https://aircrewremembered.com/richardson-henry.html,source_reference,.sources[1].url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
sheffield-b-17-flying-fortress,https://aircrashsites.co.uk/air-crash-sites-5/usaaf-b-17-42-31322-mi-amigo-endcliffe-park-sheffield-2/,external_narrative,.external_narratives[4].original_url,,specific,aircrashsites.co.uk,,holly,2026-04-06,200,OK,none,,
sheffield-b-17-flying-fortress,https://en.wikipedia.org/wiki/Mi_Amigo_memorial,source_reference,.sources[0].url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
sheffield-b-17-flying-fortress,https://www.americanairmuseum.com/archive/aircraft/42-31322,source_reference,.sources[2].url,,specific,americanairmuseum.com,,holly,2026-04-06,200,OK,none,,
sheffield-b-17-flying-fortress,https://www.iwm.org.uk/memorials/item/memorial/27509,source_reference,.sources[3].url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
sheffield-b-17-flying-fortress,https://www.key.aero/article/usaf-perform-flypast-over-sheffield-mark-80th-anniversary-b-17-crash,external_narrative,.external_narratives[5].original_url,,specific,key.aero,,holly,2026-04-06,200,OK,none,,
sheffield-b-17-flying-fortress,https://www.warmemorialsonline.org.uk/memorial/131121,source_reference,.sources[1].url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
sibsey-lancaster-details-on,https://coningsby.parish.lincolnshire.gov.uk/parish-information/sibsey-lancaster-memorial-trust/1,external_narrative,.external_narratives[1].original_url,,specific,coningsby.parish.lincolnshire.gov.uk,,holly,2026-04-06,200,OK,none,,
sibsey-lancaster-details-on,https://heritage-explorer.lincolnshire.gov.uk/Monument/MLI116028,external_narrative,.external_narratives[0].original_url,,specific,heritage-explorer.lincolnshire.gov.uk,,holly,2026-04-06,200,OK,none,,
sibsey-lancaster-details-on,https://www.airshowspresent.com/sibsey-northlands-lancaster-memorial.html,external_narrative,.external_narratives[2].original_url,,specific,airshowspresent.com,,holly,2026-04-06,200,OK,none,,
skegness-x3027,https://www.49squadron.co.uk/memorials/memorial_skegness,external_narrative,.external_narratives[0].original_url,,specific,49squadron.co.uk,,holly,2026-04-06,200,OK,none,,
skegness-x3027,https://www.49squadron.co.uk/personnel_index/detail/Bufton_J,external_narrative,.external_narratives[2].original_url,,specific,49squadron.co.uk,,holly,2026-04-06,200,OK,none,,
skegness-x3027,https://www.geograph.org.uk/photo/6411847,external_narrative,.external_narratives[1].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
slieveanee-mountain-t9328,https://archives.wartimeni.com/article/aviation-incidents-in-ulster/lockheed-hudson-t9328-slieveanee-mountain-co-antrim/,external_narrative,.external_narratives[0].original_url,,specific,archives.wartimeni.com,,holly,2026-04-06,200,OK,none,,
slieveanee-mountain-t9328,https://www.northernirelandworld.com/news/plaque-placed-at-raf-hudson-crash-site-above-cargan-2196988,external_narrative,.external_narratives[2].original_url,,specific,northernirelandworld.com,,holly,2026-04-06,200,OK,none,,
slovenia-bomber-crew-memorial,http://www.sirjournal.org/abroad-spotlight/2018/1/29/sacrifice-and-remembrance-in-slovenia,external_narrative,.external_narratives[1].original_url,,specific,sirjournal.org,,holly,2026-04-06,200,OK,none,,
slovenia-bomber-crew-memorial,https://www.gov.si/en/news/2022-05-01-i-was-told-that-this-was-a-very-mountainous-country-and-that-it-was-difficult-to-find-a-way-in-such-cases/,external_narrative,.external_narratives[0].original_url,,specific,gov.si,,holly,2026-04-06,200,OK,none,,
slovenia-bomber-crew-memorial,https://www.uswarmemorials.org/html/monument_details.php?SiteID=1380&MemID=1813,external_narrative,.external_narratives[2].original_url,,specific,uswarmemorials.org,,holly,2026-04-06,200,OK,none,,
slovenia-bomber-crew-memorial,https://www.uswarmemorials.org/html/monument_details.php?SiteID=1382&MemID=1815,external_narrative,.external_narratives[3].original_url,,specific,uswarmemorials.org,,holly,2026-04-06,200,OK,none,,
somersham-x3811,https://rafweb.org/Badges/RAFHT/156.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
somersham-x3811,https://www.geograph.org.uk/photo/6420151,external_narrative,.external_narratives[1].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
somersham-x3811,https://www.geograph.org.uk/photo/6420154,external_narrative,.external_narratives[2].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
somersham-x3811,https://www.warmemorialsonline.org.uk/memorial/264514/,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
south-cove-b-24-liberator-42-51,https://93rd-bg-museum.org/data/m_galb24.htm,external_narrative,.external_narratives[2].original_url,,specific,93rd-bg-museum.org,,holly,2026-04-06,200,OK,none,,
south-cove-b-24-liberator-42-51,"https://en.wikipedia.org/wiki/South_Cove,_Suffolk",external_narrative,.external_narratives[1].original_url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
south-cove-b-24-liberator-42-51,https://www.geograph.org.uk/article/East-Anglia-World-War-Two-Aircrew-Crash-Memorials/12,external_narrative,.external_narratives[0].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
south-kyme-lk954,https://100548.activeboard.com/t32144141/halifax-bomber-lk954-na-e-of-428-ghost-squadron/?page=1,external_narrative,.external_narratives[5].original_url,,specific,100548.activeboard.com,,holly,2026-04-06,200,OK,none,,
south-kyme-lk954,https://south-kyme.parish.lincolnshire.gov.uk/news/article/39/memorial-service-at-sk-golf-club-to-remember-halifax-bomber-crew,external_narrative,.external_narratives[0].original_url,,specific,south-kyme.parish.lincolnshire.gov.uk,,holly,2026-04-06,200,OK,none,,
south-kyme-lk954,https://www.iwm.org.uk/memorials/item/memorial/100041,external_narrative,.external_narratives[3].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
south-kyme-lk954,https://www.iwm.org.uk/memorials/item/memorial/92485,external_narrative,.external_narratives[2].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
south-kyme-lk954,https://www.warmemorialsonline.org.uk/memorial/264873/,external_narrative,.external_narratives[4].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
southrepps-hampden-x-3023,https://44sqn.com/newsletters/march-2022/hampden/index.html,source_reference,.sources[1].url,,specific,44sqn.com,,holly,2026-04-06,200,OK,none,,
southrepps-hampden-x-3023,https://southreppshistory.org.uk/topics/the-village-at-war/world-war-two/ww2-aircraft-incidents/,external_narrative,.external_narratives[2].original_url,,specific,southreppshistory.org.uk,,holly,2026-04-06,200,OK,none,,
southrepps-hampden-x-3023,https://www.baaa-acro.com/crash/crash-handley-page-hp52-hampden-i-southrepps-3-killed,external_narrative,.external_narratives[3].original_url,,specific,baaa-acro.com,,holly,2026-04-06,200,OK,none,,
southrepps-hampden-x-3023,https://www.cwgc.org/find-records/find-war-dead/casualty-details/2764240/jack-leonard-frederick-ottaway/,source_reference,.sources[2].url,,specific,cwgc.org,,holly,2026-04-06,200,OK,none,,
southrepps-hampden-x-3023,https://www.itv.com/news/anglia/2015-11-21/memorial-to-bomber-which-crashed-in-norfolk-75-years-ago,external_narrative,.external_narratives[0].original_url,,specific,itv.com,,holly,2026-04-06,200,OK,none,,
staunton-in-the-vale-wellington-w-4270,https://aircrewremembered.com/warne-thomas.html,source_reference,.sources[1].url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
staunton-in-the-vale-wellington-w-4270,https://www.cwgc.org/find-records/find-war-dead/casualty-details/2703186/thomas-herbert-warne/,external_narrative,.external_narratives[4].original_url,,specific,cwgc.org,,holly,2026-04-06,200,OK,none,,
staunton-in-the-vale-wellington-w-4270,https://www.iwm.org.uk/memorials/item/memorial/61723,external_narrative,.external_narratives[3].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
stoke-holy-cross-blenheim-z-7304,https://aircrewremembered.com/lowther-philip.html,external_narrative,.external_narratives[0].original_url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
stoke-holy-cross-blenheim-z-7304,https://sites.google.com/a/poringlandarchive.co.uk/poringland-archive/stoke-holy-cross/raf-stoke-holy-cross,external_narrative,.external_narratives[2].original_url,,specific,sites.google.com,,holly,2026-04-06,200,OK,none,,
stoke-rochford-hall-lm719,https://aviation-safety.net/wikibase/479089,external_narrative,.external_narratives[2].original_url,,specific,aviation-safety.net,,holly,2026-04-06,200,OK,none,,
stoke-rochford-hall-lm719,https://www.facebook.com/InternationalBomberCommandCentre/posts/stoke-rochford-hall-lincolnshirememorial-in-grounds-remembers-the-crew-of-a-1653/1751999844852251/,external_narrative,.external_narratives[3].original_url,,specific,facebook.com,,holly,2026-04-06,200,OK,none,,
stoke-rochford-hall-lm719,https://www.rafcommands.com/archive/08987.php,external_narrative,.external_narratives[1].original_url,,specific,rafcommands.com,,holly,2026-04-06,200,OK,none,,
stoke-rochford-hall-lm719,https://www.warmemorialsonline.org.uk/memorial/254890/,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
stow-bedon-blenheim-v-5851,https://www.heritage.norfolk.gov.uk/record-details?MNF46398-Bristol-Blenheim-crash-site=,external_narrative,.external_narratives[1].original_url,,specific,heritage.norfolk.gov.uk,,holly,2026-04-06,200,OK,none,,
stow-bedon-blenheim-v-5851,https://www.iwm.org.uk/memorials/item/memorial/101031,external_narrative,.external_narratives[0].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
sturton-by-stow-lancaster-r-5676,http://www.rafcommands.com/archive/07634.php,external_narrative,.external_narratives[1].original_url,,specific,rafcommands.com,,holly,2026-04-06,200,OK,none,,
sturton-by-stow-lancaster-r-5676,https://www.geograph.org.uk/photo/6503157,external_narrative,.external_narratives[2].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
sturton-by-stow-lancaster-r-5676,https://www.warmemorialsonline.org.uk/memorial/263072/,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
succoth-glen-b-29-superfortress-p,https://eatsleepwild.com/scotland-crash-b29-superfortress-succoth-glen/,external_narrative,.external_narratives[0].original_url,,specific,eatsleepwild.com,,holly,2026-04-06,200,OK,none,,
succoth-glen-b-29-superfortress-p,https://www.peakdistrictaircrashes.co.uk/crash_sites/scotland/boeing-b-29a-44-62276-beinn-tharsuinn/,external_narrative,.external_narratives[2].original_url,,specific,peakdistrictaircrashes.co.uk,,holly,2026-04-06,200,OK,none,,
succoth-glen-b-29-superfortress-p,https://www.secretscotland.org.uk/index.php/Secrets/B29Superfortress4462276Lochgoilhead,external_narrative,.external_narratives[1].original_url,,specific,secretscotland.org.uk,,holly,2026-04-06,200,OK,none,,
tattershall-1-w4175,https://heritage-explorer.lincolnshire.gov.uk/Monument/MLI125799,external_narrative,.external_narratives[0].original_url,,specific,heritage-explorer.lincolnshire.gov.uk,,holly,2026-04-06,200,OK,none,,
tattershall-1-w4175,https://losses.internationalbcc.co.uk/loss/117425,source_reference,.sources[3].url,,specific,losses.internationalbcc.co.uk,,holly,2026-04-06,200,OK,none,,
tattershall-1-w4175,https://www.warmemorialsonline.org.uk/memorial/264833/,source_reference,.sources[1].url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
tattershall-2-pb422,https://aviation-safety.net/wikibase/159251,external_narrative,.external_narratives[1].original_url,,specific,aviation-safety.net,,holly,2026-04-06,200,OK,none,,
tattershall-2-pb422,https://heritage-explorer.lincolnshire.gov.uk/Monument/MLI125800,external_narrative,.external_narratives[0].original_url,,specific,heritage-explorer.lincolnshire.gov.uk,,holly,2026-04-06,200,OK,none,,
thorpe-morieux-1-b-17-42-3108,https://usmilawards.uk/2024/01/14/tragedy-over-kettlebaston/,external_narrative,.external_narratives[2].original_url,,specific,usmilawards.uk,,holly,2026-04-06,200,OK,none,,
thorpe-morieux-1-b-17-42-3108,https://www.americanairmuseum.com/archive/unit/447th-bomb-group,external_narrative,.external_narratives[1].original_url,,specific,americanairmuseum.com,,holly,2026-04-06,200,OK,none,,
thorpe-morieux-1-b-17-42-3108,https://www.geograph.org.uk/photo/5519479,external_narrative,.external_narratives[0].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
thorpe-morieux-2-b-17-42-38085,https://www.americanairmuseum.com/archive/unit/711th-bomb-squadron,external_narrative,.external_narratives[1].original_url,,specific,americanairmuseum.com,,holly,2026-04-06,200,OK,none,,
thorpe-morieux-2-b-17-42-38085,https://www.geograph.org.uk/photo/5519538,external_narrative,.external_narratives[0].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
thorpe-morieux-2-b-17-42-38085,https://www.mildenhall.af.mil/News/Article-Display/Article/3060353/,external_narrative,.external_narratives[2].original_url,,specific,mildenhall.af.mil,,holly,2026-04-06,200,OK,none,,
three-barrows-ln775,http://dartefacts.co.uk/dartefact/three-barrows-aircrash-mk10-wellington-bomber/,external_narrative,.external_narratives[1].original_url,,specific,dartefacts.co.uk,,holly,2026-04-06,200,OK,none,,
three-barrows-ln775,https://www.legendarydartmoor.co.uk/2016/03/19/three_barrows/,external_narrative,.external_narratives[0].original_url,,specific,legendarydartmoor.co.uk,,holly,2026-04-06,200,OK,none,,
tigers-marsh-b-17-flying-fortress,https://dartefacts.co.uk/dartefact/tigers-marsh-aircrash-b17-flying-fortress/,external_narrative,.external_narratives[0].original_url,,specific,dartefacts.co.uk,,holly,2026-04-06,200,OK,none,,
tigers-marsh-b-17-flying-fortress,https://somethingaboutdartmoor.com/2022/05/01/something-about-dartmoor-at-the-going-down-of-the-sun/,external_narrative,.external_narratives[2].original_url,,specific,somethingaboutdartmoor.com,,holly,2026-04-06,200,OK,none,,
timberlands-fen-jb534,https://www.cwgc.org/stories/stories/pilot-officer-reginald-william-dickerson-no-106-squadron-royal-air-force/,external_narrative,.external_narratives[0].original_url,,specific,cwgc.org,,holly,2026-04-06,200,OK,none,,
timberlands-fen-jb534,https://www.geograph.org.uk/photo/6503586,external_narrative,.external_narratives[2].original_url,,specific,geograph.org.uk,,holly,2026-04-06,200,OK,none,,
timberlands-fen-jb534,https://www.iwm.org.uk/memorials/item/memorial/84235,external_narrative,.external_narratives[1].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
tinian-north-field-memorial,https://en.wikipedia.org/wiki/North_Field_(Tinian),external_narrative,.external_narratives[0].original_url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
tinian-north-field-memorial,https://www.atlasobscura.com/places/atomic-bomb-loading-pits,external_narrative,.external_narratives[1].original_url,,specific,atlasobscura.com,,holly,2026-04-06,200,OK,none,,
tinian-north-field-memorial,https://www.nps.gov/articles/000/tinian-island-during-the-manhattan-project.htm,external_narrative,.external_narratives[2].original_url,,specific,nps.gov,,holly,2026-04-06,200,OK,none,,
tintwistle-knarr-pa411,https://aircrashsites.co.uk/post-war-crash-sites/dsc_0128-2/,external_narrative,.external_narratives[2].original_url,,specific,aircrashsites.co.uk,,holly,2026-04-06,200,OK,none,,
tintwistle-knarr-pa411,https://aviation-safety.net/wikibase/69219,external_narrative,.external_narratives[1].original_url,,specific,aviation-safety.net,,holly,2026-04-06,200,OK,none,,
tintwistle-knarr-pa411,https://www.peakdistrictaircrashes.co.uk/crash_sites/peak-district/avro-lancaster-pa411-tintwhistle-knarr/,external_narrative,.external_narratives[0].original_url,,specific,peakdistrictaircrashes.co.uk,,holly,2026-04-06,200,OK,none,,
trenton-rcaf-memorial,https://en.wikipedia.org/wiki/National_Air_Force_Museum_of_Canada,external_narrative,.external_narratives[1].original_url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
trenton-rcaf-memorial,https://www.canada.ca/en/department-national-defence/maple-leaf/rcaf/migration/2016/trenton-gates-commemorate-air-training-plan.html,external_narrative,.external_narratives[2].original_url,,specific,canada.ca,,holly,2026-04-06,200,OK,none,,
trenton-rcaf-memorial,https://www.veterans.gc.ca/en/remembrance/memorials/canada/national-air-force-museum-canada,external_narrative,.external_narratives[0].original_url,,specific,veterans.gc.ca,,holly,2026-04-06,200,OK,none,,
ulceby-1-jb670,https://ibccdigitalarchive.lincoln.ac.uk/omeka/collections/document/5751,external_narrative,.external_narratives[1].original_url,,specific,ibccdigitalarchive.lincoln.ac.uk,,holly,2026-04-06,200,OK,none,,
ulceby-1-jb670,https://www.memorialflightclub.com/blog/black-thursday-16th-december-1943,external_narrative,.external_narratives[2].original_url,,specific,memorialflightclub.com,,holly,2026-04-06,200,OK,none,,
ulceby-1-jb670,https://www.northlincsweb.net/UlcebyWarMemorial/html/lancaster_crash.html,external_narrative,.external_narratives[0].original_url,,specific,northlincsweb.net,,holly,2026-04-06,200,OK,none,,
ulceby-2-lm322,https://johnknifton.com/tag/576-squadron/,external_narrative,.external_narratives[2].original_url,,specific,johnknifton.com,,holly,2026-04-06,200,OK,none,,
ulceby-2-lm322,https://www.northlincsweb.net/RAFElshamWolds/html/16th_dec_1943_-_ulceby_lancaster_collision_-_103_and_576_sqns_ra.html,external_narrative,.external_narratives[0].original_url,,specific,northlincsweb.net,,holly,2026-04-06,200,OK,none,,
ulceby-cross-pb476,https://heritage-explorer.lincolnshire.gov.uk/Monument/MLI125556,external_narrative,.external_narratives[3].original_url,,specific,heritage-explorer.lincolnshire.gov.uk,,holly,2026-04-06,200,OK,none,,
ulceby-cross-pb476,https://www.cwgc.org/stories/stories/nicholas-agnew-ansdell-flying-officer-150291-rafvr-12-squadron-bomber-command/,external_narrative,.external_narratives[0].original_url,,specific,cwgc.org,,holly,2026-04-06,200,OK,none,,
ulceby-cross-pb476,https://www.iwm.org.uk/memorials/item/memorial/20271,external_narrative,.external_narratives[2].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
upwaltham-dv382,https://aircrewremembered.com/suggitt-william.html,external_narrative,.external_narratives[0].original_url,,specific,aircrewremembered.com,,holly,2026-04-06,200,OK,none,,
upwaltham-dv382,https://dambustersblog.com/2009/09/02/lancaster-flyover-at-upwaltham-memorial-for-617-squadron-crew/,external_narrative,.external_narratives[2].original_url,,specific,dambustersblog.com,,holly,2026-04-06,200,OK,none,,
upwaltham-dv382,https://rafweb.org/Badges/RAFHT/617.jpg,other,.squadron_badge_url,,specific,rafweb.org,,holly,2026-04-06,200,OK,none,,
upwaltham-dv382,https://www.iwm.org.uk/memorials/item/memorial/106342,external_narrative,.external_narratives[1].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
waithe-1-jb678,https://www.warmemorialsonline.org.uk/memorial/262658/,external_narrative,.external_narratives[0].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
waithe-2-jb674,https://www.lancaster-ed559.co.uk/100-squadron.html,external_narrative,.external_narratives[2].original_url,,specific,lancaster-ed559.co.uk,,holly,2026-04-06,200,OK,none,,
waithe-4-jb560,https://en.wikipedia.org/wiki/David_Holford_(RAF_officer),external_narrative,.external_narratives[0].original_url,,specific,en.wikipedia.org,,holly,2026-04-06,200,OK,none,,
waithe-4-jb560,https://losses.internationalbcc.co.uk/loss/111010/,external_narrative,.external_narratives[1].original_url,,specific,losses.internationalbcc.co.uk,,holly,2026-04-06,200,OK,none,,
waithe-4-jb560,https://www.rafcommands.com/database/wardead/details.php?qnum=81728,external_narrative,.external_narratives[3].original_url,,specific,rafcommands.com,,holly,2026-04-06,200,OK,none,,
walton-on-the-naze-rg475,https://www.iwm.org.uk/memorials/item/memorial/22943,external_narrative,.external_narratives[0].original_url,,specific,iwm.org.uk,,holly,2026-04-06,200,OK,none,,
walton-on-the-naze-rg475,https://www.warmemorialsonline.org.uk/memorial/152979/,external_narrative,.external_narratives[1].original_url,,specific,warmemorialsonline.org.uk,,holly,2026-04-06,200,OK,none,,
waun-rydd-wellington-details-v,http://www.ystradgynlais-history.co.uk/wellington-r1465.html,external_narrative,.external_narratives[2].original_url,,specific,ystradgynlais-history.co.uk,,holly,2026-04-06,200,OK,none,,
waun-rydd-wellington-details-v,https://www.iwa.wales/agenda/2010/11/aluminium-litters-the-ravens-quarry/,external_narrative,.external_narratives[1].original_url,,specific,iwa.wales,,holly,2026-04-06,200,OK,none,,
waun-rydd-wellington-details-v,https://www.wanderingwelshgirl.com/waun-rydd-wellington-bomber-walk-brecon-beacons/,external_narrative,.external_narratives[0].original_url,,specific,wanderingwelshgirl.com,,holly,2026-04-06,200,OK,none,,
weasenham-st-peter-three-crashes-commemorated-fl206-boston-al285,http://www.roll-of-honour.com/Norfolk/WeasenhamRAF.html,external_narrative,.external_narratives[1].original_url,,specific,roll-of-honour.com,,holly,2026-04-06,200,OK,none,,
weasenham-st-peter-three-crashes-commemorated-fl206-boston-al285,https://aviationtrails.co.uk/choose-your-trail/trail-22-north-norfolk-part-3/,external_narrative,.external_narratives[0].original_url,,specific,aviationtrails.co.uk,,holly,2026-04-06,200,OK,none,,
